model_name,n_train,n_test,rmse,mae,r2,source_csv,source_type,lag,threshold,model,target,rmse_levels,mae_levels,r2_levels
event + perpetrator,3640,910,4.163845238686607,2.3361641766127956,-3.3040223268314337,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_baci,,,
disorder + event + perpetrator + target,3640,910,3.66133700029167,2.4465337541430565,-2.327857840508109,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_baci,,,
event + perpetrator + target,3640,910,4.87747369084547,2.462908737736099,-4.905752301050621,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_baci,,,
disorder + perpetrator + target,3640,910,4.9150508950765355,2.6116165293979887,-4.997101447269672,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_baci,,,
disorder + perpetrator,3640,910,5.216088482045557,2.8667304129878737,-5.754220841503079,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_baci,,,
disorder + event + perpetrator + target + fatalities,3640,910,6.275728969030234,3.0314245657977517,-8.777182361627862,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_baci,,,
total_conflicts + fatalities,3640,910,1.5219414051980045,1.0486554786546471,0.42025003740696165,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
total_conflicts,3640,910,1.5081802073884738,1.0568241554595887,0.4306866884122361,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
fatalities,3640,910,1.5468743328616503,1.0803462165381224,0.401099147738065,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder,3640,910,1.7127454564093827,1.2686621615889488,0.2657727265689369,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
target,3640,910,1.9429719505824539,1.4646439090821912,0.05511723685587944,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
event + target,3640,910,1.9508927933098403,1.4699115866414012,0.0473975956321977,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + event,3640,910,1.9982584979358875,1.4738323252139987,0.0005796192020551816,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
event,3640,910,2.143943467745684,1.517337598800174,-0.15046000041336582,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + target,3640,910,2.084412177503599,1.5653710788941015,-0.08745693678555067,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + event + target,3640,910,2.1942200667370675,1.658829175213993,-0.20505045058776683,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
perpetrator + target,3640,910,2.6790093005994002,1.7989276496379432,-0.796359715398238,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
perpetrator,3640,910,3.0676403401526207,1.898480831208799,-1.3553407444290366,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
event + perpetrator,3640,910,3.3258198647414092,1.9548986521502836,-1.7684858646704509,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + perpetrator,3640,910,3.8135165851754462,2.036854723816618,-2.6399560802469444,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + perpetrator + target,3640,910,3.7691768606649902,2.0642245058520357,-2.555804678703341,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + event + perpetrator,3640,910,3.465073364189169,2.0920375982196595,-2.0051747609960495,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
event + perpetrator + target,3640,910,4.098922357852623,2.383960437477039,-3.2051766900260983,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + event + perpetrator + target,3640,910,4.088848550110742,2.4168572436447864,-3.18453219780484,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
disorder + event + perpetrator + target + fatalities,3640,910,6.2197408724431,2.9468428477886777,-8.682543290048185,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_o,,,
fatalities,3640,910,1.495947772884692,1.0588552312241395,0.3711223150856575,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
total_conflicts,3640,910,1.4977933631918434,1.095792082416947,0.3695696318391579,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
total_conflicts + fatalities,3640,910,1.5986449512221477,1.191985066410572,0.28181329323537185,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
event,3640,910,1.9361530871198498,1.3708608609638604,-0.05344704053691429,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
target,3640,910,1.844983414887803,1.381694407499832,0.043426700368465965,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
event + target,3640,910,2.005738703962042,1.5264397524857871,-0.13052984395984968,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + event,3640,910,2.0878150596675336,1.5335063796599346,-0.22494721093845382,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
perpetrator,3640,910,2.1042263440328948,1.5488691822641922,-0.24428030908087583,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
perpetrator + target,3640,910,2.084724883860252,1.5640333745707107,-0.22132380482751923,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder,3640,910,2.121708100151838,1.5799156386085444,-0.26504096804702515,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + event + target,3640,910,2.1659810087109603,1.6490758317740883,-0.3183860840519146,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + target,3640,910,2.4482895532446007,1.803298735476085,-0.6844529327434163,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
event + perpetrator,3640,910,3.5380422173490444,2.0324511967935948,-2.517704408191122,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + perpetrator + target,3640,910,3.575791204835082,2.2421629734549273,-2.5931688424015884,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + event + perpetrator + target,3640,910,4.34211441166326,2.4176261566680486,-4.298291477619937,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + perpetrator,3640,910,3.7502585406167017,2.4256873860958454,-2.952353116417818,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + event + perpetrator,3640,910,4.647766596832948,2.6097941652955825,-5.070464758385881,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
disorder + event + perpetrator + target + fatalities,3640,910,4.913334123698746,2.6298902144782166,-5.784001242103612,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
event + perpetrator + target,3640,910,4.421229577793348,2.724284317256558,-4.493124660447892,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_imf_d,,,
fatalities,3640,910,1.3729913014706416,0.9644797600715882,0.4192479262853881,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
total_conflicts + fatalities,3640,910,1.5087468379514024,1.1031889675509516,0.2987256675309392,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
total_conflicts,3640,910,1.5925452996158789,1.1397399422141279,0.2186622872891103,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
target,3640,910,1.7933349054083414,1.2921245856106782,0.00921824408573746,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
event,3640,910,1.9848278193431637,1.3919329199526238,-0.21367071932293147,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + event,3640,910,2.0259664228809995,1.4581239243841695,-0.26450247684440087,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder,3640,910,2.0532350416476604,1.4697518800327976,-0.2987708504254649,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
event + target,3640,910,2.0568579979203325,1.504040070682346,-0.3033582856294368,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
perpetrator + target,3640,910,2.2004595162001843,1.5962940117350306,-0.4917016269230907,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + event + target,3640,910,2.264761067444508,1.653667622218389,-0.5801560523741767,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + target,3640,910,2.6190758764397204,1.9071576732625575,-1.1132523397213911,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + event + perpetrator + target,3640,910,3.0826664980301253,1.9639404164106045,-1.927576705440491,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
perpetrator,3640,910,3.025104350109046,2.014797567247718,-1.819265117346295,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + perpetrator,3640,910,3.5655404323449646,2.0292295215955556,-2.916570323347369,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + perpetrator + target,3640,910,3.960708518823985,2.050178976710019,-3.8328238121917435,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
event + perpetrator + target,3640,910,3.9012780355645327,2.0940303142071954,-3.6888787551516495,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
event + perpetrator,3640,910,3.76283487666156,2.1072830254460198,-3.3619985723040324,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + event + perpetrator,3640,910,3.8358887950050247,2.2012740089459704,-3.5330156039697505,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
disorder + event + perpetrator + target + fatalities,3640,910,7.311195988385364,3.314898531481469,-15.467665989113943,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_o,,,
fatalities,3640,910,1.3715565260306546,0.965295282807219,0.4118663821949239,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
total_conflicts,3640,910,1.3495286681532097,0.9692659352180285,0.4306060974526802,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
total_conflicts + fatalities,3640,910,1.692786880634149,1.2302754739484223,0.10411317128291908,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
event,3640,910,1.7806521852422361,1.349009929108968,0.0086961870393234,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder,3640,910,1.923549973162704,1.4368653958989184,-0.15679267476447545,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + target,3640,910,1.968733519323779,1.4851153212625432,-0.211776298614766,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
target,3640,910,2.102629427313355,1.5669256750230705,-0.3822100907564121,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
perpetrator,3640,910,2.3006749066240437,1.638686903406643,-0.6548517516572383,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + event + target,3640,910,2.149879903602492,1.6434975750852583,-0.44503039688834556,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + event,3640,910,2.2338446733491297,1.65000949390268,-0.5601075062473702,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
perpetrator + target,3640,910,2.548364681829328,1.8151079223671893,-1.0303538700491672,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
event + target,3640,910,2.4083763881883464,1.8253358314916748,-0.8134154188264409,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
event + perpetrator,3640,910,4.28512841342169,2.1427062529895897,-4.7408508619006495,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + perpetrator + target,3640,910,3.964334770441124,2.310004021956157,-3.913480375640348,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + event + perpetrator,3640,910,4.846202930510756,2.4941211595349078,-6.34263219831528,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + event + perpetrator + target + fatalities,3640,910,4.459157124295083,2.506048313016636,-5.216617315396324,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + event + perpetrator + target,3640,910,5.071208571439608,2.789807708988125,-7.040286573963606,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
disorder + perpetrator,3640,910,5.323246553045266,2.913838357849475,-7.859347681415468,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
event + perpetrator + target,3640,910,6.6355041732677975,3.111712627122787,-12.765640895817262,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,tradeflow_comtrade_d,,,
fatalities,3640,910,1.048251930304727,0.7759173851125953,0.598433080485203,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
total_conflicts,3640,910,1.0750030163314572,0.8157350301374263,0.5776758145215828,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
total_conflicts + fatalities,3640,910,1.0791967294138656,0.8407360325386097,0.5743743147454754,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
target,3640,910,1.341136254009885,1.0092805404259253,0.34268674096537777,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + event,3640,910,1.4119835685472877,1.0773838921300876,0.27140552594710277,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder,3640,910,1.5662998157474022,1.1969001289438599,0.10344614732725788,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
event + target,3640,910,1.6437712155237494,1.2540639866103191,0.012563151838134279,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
event,3640,910,1.6553098713800556,1.2642935344171982,-0.0013483750052050159,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + target,3640,910,1.8679121621306294,1.4505601853934402,-0.27508602867848375,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
perpetrator,3640,910,2.733354459731018,1.4898855494483831,-1.7303510938060032,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + event + target,3640,910,1.9435366882547807,1.4920396565174368,-0.3804226416228269,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
perpetrator + target,3640,910,2.472458276005025,1.612377760947023,-1.2340070033331365,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
event + perpetrator,3640,910,3.6997613740749022,1.8561971827990706,-4.00234931652349,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
event + perpetrator + target,3640,910,3.607691402626024,1.9069077322283596,-3.756476444956249,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + event + perpetrator + target,3640,910,3.728316842001123,2.0084386886582766,-4.079865491921022,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + perpetrator + target,3640,910,4.270829843718052,2.1883604492580306,-5.66578228964143,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + event + perpetrator,3640,910,4.388984502239663,2.1969906427180943,-6.0397085948858615,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + perpetrator,3640,910,4.292028269891946,2.352507085160906,-5.732118239824628,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + event + perpetrator + target + fatalities,3640,910,5.284008771745068,2.4993360935016065,-9.203605218822677,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,MLP,combined_trade_baci,,,
disorder + perpetrator,3640,910,1.5259832696180622,1.2363113590088128,0.4219240504377848,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + perpetrator + target,3640,910,1.5306077937865015,1.241575100579608,0.4184149988791074,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
perpetrator + target,3640,910,1.529934027206395,1.2443051845933222,0.4189269083218603,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
perpetrator,3640,910,1.5274985107308199,1.2455508301859028,0.4207754673022951,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + event + perpetrator + target + fatalities,3640,910,1.5401708289790572,1.2464689438907408,0.4111249637769865,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + event + perpetrator,3640,910,1.542874074224505,1.247249237722812,0.4090560106351464,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + event + perpetrator + target,3640,910,1.5424857802904592,1.2486014852219314,0.4093534180467522,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
event + perpetrator + target,3640,910,1.5440255556144202,1.2494879736897249,0.4081736120787983,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
event + perpetrator,3640,910,1.547843286132872,1.2527352452870988,0.4052433147497203,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + target,3640,910,1.5348604631274707,1.2527991883944163,0.4151787359653808,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
target,3640,910,1.5368613326041223,1.2550864104521804,0.4136529767726217,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + event + target,3640,910,1.548318989418191,1.2583941958440863,0.4048776818872959,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
event + target,3640,910,1.5492332123782977,1.2592576496029746,0.4041746806084051,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder,3640,910,1.535350112308381,1.2605487211138682,0.41480553861428293,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
fatalities,3640,910,1.5408187877075146,1.2632533436595186,0.4106293733188795,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + event,3640,910,1.5546117610948786,1.2650688795519347,0.40003038729527496,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
total_conflicts + fatalities,3640,910,1.5483786574322875,1.2715784669603492,0.4048318122036789,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
event,3640,910,1.5616892840477443,1.2752738800187131,0.3945551108851689,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
total_conflicts,3640,910,1.5535060165124805,1.2781838945716923,0.40088356135891334,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_baci,,,
disorder + perpetrator,3640,910,1.58534315708771,1.19811314051822,0.37094092896348274,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + perpetrator + target,3640,910,1.5758892478466193,1.2039455062876265,0.3784211204970195,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
perpetrator,3640,910,1.584543750657097,1.205952481610261,0.3715751728213552,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + event + perpetrator,3640,910,1.5921616424486653,1.2065617942034366,0.36551818634165,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + event + perpetrator + target + fatalities,3640,910,1.5776883862663786,1.209002988297452,0.37700103997993006,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + event + perpetrator + target,3640,910,1.5780598615384407,1.2092970510785448,0.37670762848529804,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder,3640,910,1.5868097763053166,1.2109603038710044,0.3697764910084058,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
perpetrator + target,3640,910,1.5784474144963867,1.2127561455465756,0.3764014443282385,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
event + perpetrator,3640,910,1.5950637950952857,1.213185595620079,0.36320304292779837,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
fatalities,3640,910,1.5882440353126324,1.2154869098978827,0.3686367044245631,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
event + perpetrator + target,3640,910,1.5835406096842368,1.2166618825828044,0.37237060576063086,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + target,3640,910,1.5794461857268585,1.2166929904041022,0.37561202386187764,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + event,3640,910,1.5938876191870235,1.221774521306052,0.3641418255601594,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
target,3640,910,1.5801217229808568,1.2236741634277164,0.37507780174644534,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
total_conflicts + fatalities,3640,910,1.5902734062590997,1.224876496557776,0.3670222309952814,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + event + target,3640,910,1.583963255701727,1.2249339935929842,0.37203553325051797,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
event,3640,910,1.5938123647221547,1.2254267525021363,0.3642018674808588,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
total_conflicts,3640,910,1.5902502598676158,1.226428149117676,0.3670406568138366,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
event + target,3640,910,1.5869937373227558,1.229162881818098,0.36963035719955106,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_o,,,
disorder + event + perpetrator,3640,910,1.5621804086926816,1.2332959689014178,0.31420281920212456,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
disorder + perpetrator,3640,910,1.5555392530694188,1.2354841871328917,0.3200213594200896,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
event + perpetrator,3640,910,1.5620492960351264,1.2395038796882878,0.31431793128149377,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
perpetrator,3640,910,1.5555671355102552,1.2404927556662777,0.3199969824921539,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
disorder + event + perpetrator + target + fatalities,3640,910,1.5666873175982043,1.2406372501422775,0.31024004519958803,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
disorder + event + perpetrator + target,3640,910,1.5677393588403978,1.241299474522106,0.3093133771236235,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
disorder + perpetrator + target,3640,910,1.5640606918799096,1.2422495188447737,0.31255093708116133,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
event + perpetrator + target,3640,910,1.5672809736698814,1.2462400684525263,0.3097172123897659,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
disorder + event,3640,910,1.5720917558218435,1.2492592033964565,0.30547305096334665,ecowas_df_synthetic_full_lag_zero_100.csv,synthetic,0,100,OLS Linear FE,tradeflow_imf_d,,,
